"","GAZP","MGNT","MTSS","NLMK","SBER","ret_GAZP","ret_MGNT","ret_MTSS","ret_NLMK","ret_SBER"
"2015-04-01",143,11750,250.9,77.01,64.5,0.0290903804996088,0.0346354966627569,0.0156661167443994,-0.00782542392724839,0.0254370756807756
"2015-04-02",143.9,11971,250,76.74,65.92,0.00627398363341491,0.0186338176790652,-0.00359353551013086,-0.00351219873235209,0.0217766617994899
"2015-04-03",143.94,11799,248.6,77.83,65.5,0.000277932186336649,-0.0144722761514515,-0.00561573878563504,0.0141038761524905,-0.00639174296000977
"2015-04-06",145.7,11900,253.9,76.89,68.99,0.0121531671215003,0.00852361799970147,0.0210953096340214,-0.0121511319272081,0.0519114239168106
"2015-04-07",146.2,12020,255,74.69,69.6,0.00342583411451969,0.0100335289895774,0.00432305644779341,-0.0290296146751139,0.00880300078235674
"2015-04-08",147.27,11890,253,72.39,69.4,0.00729208942239268,-0.0108742184043713,-0.00787405643090544,-0.0312780460639255,-0.00287769982761521
"2015-04-09",148.1,11744,252,70.05,72,0.00562008453568197,-0.0123552388305299,-0.00396040121609698,-0.0328588955220335,0.0367792515032965
"2015-04-10",148,11711,248,69.87,71.5,-0.000675447509638438,-0.00281390081215882,-0.0160003413464409,-0.00257290021865675,-0.00696866931609375
"2015-04-13",148.8,12300,253.1,71.48,74.1,0.00539084863487727,0.0490706913183701,0.0203559213860958,0.0227813177268681,0.03571808260208
"2015-04-14",144.4,11801,253.5,67.985,74.05,-0.0300158959402657,-0.0414149887347595,0.00157915548015986,-0.0501305976835784,-0.000674991588233809
"2015-04-15",150.1,11870,263,67.59,76.49,0.0387145121806896,0.00582993497796558,0.0367902091465266,-0.00582704949538648,0.0324194726199671
"2015-04-16",152.4,11600,263.7,65.39,76.5,0.0152069046131302,-0.0230091105092587,0.00265806118147616,-0.033090701539078,0.000130727498715011
"2015-04-17",149.3,11520,257,68,72.5,-0.0205509387074017,-0.00692044284457261,-0.0257360084640208,0.0391383636029223,-0.0537041789718611
"2015-04-20",153.96,11664,252.9,67.6,73.5,0.030735123870401,0.012422519998557,-0.0160819312193006,-0.00589972212718859,0.0136988443581618
"2015-04-21",155.35,12207,255.15,70.9,75.24,0.00898780742351057,0.0455023824213594,0.00885745383406089,0.0476624504891632,0.0233975982140393
"2015-04-22",150.8,12135,252.4,69.73,73.9,-0.0297261802652002,-0.00591571850909745,-0.0108364768429219,-0.0166397923051624,-0.0179701764786735
"2015-04-23",150.15,11900,253.25,68.01,75.8,-0.00431966114451665,-0.0195554390610813,0.00336201246173395,-0.0249758880453719,0.0253854646941694
"2015-04-24",153.89,11824,255.15,67.54,75.75,0.0246032670464214,-0.00640703591163749,0.00747446438118793,-0.00693473823012525,-0.000659848258846907
"2015-04-27",152.05,11577,257.8,68.97,75.2,-0.0120286473523867,-0.0211109929822548,0.010332482995107,0.0209516124857778,-0.00728721343368477
"2015-04-28",152.79,11350,261,67.86,75.7,0.00485501544124922,-0.0198026272961798,0.0123363168176063,-0.0162248680871153,0.00662692948760935
"2015-04-29",152.5,11458,258,68,75.2,-0.0018998335171565,0.0094704320589738,-0.0115608224010764,0.00206094582002248,-0.00662692948760935
"2015-04-30",153.5,11280,265,68.28,76.9,0.00653597097978498,-0.0156569299164726,0.0267702410646047,0.00410919275013288,0.0223546455558044
"2015-05-05",156.33,11038,267.25,68.4,80.21,0.0182685905619815,-0.0216873810526028,0.00845472391893232,0.00175592670226532,0.042142318867235
