Date,Close
2014-06-09,26.942
2014-06-10,27.394
2014-06-11,27.559
2014-06-16,27.351
2014-06-17,27.792
2014-06-18,28.184
2014-06-19,27.248
2014-06-20,27.186
2014-06-23,27.275
2014-06-24,27.8
2014-06-25,26.717
2014-06-26,26.5
2014-06-27,26.6
2014-06-30,26.436
2014-07-01,26.673
2014-07-02,27.484
2014-07-03,27.26
2014-07-04,26.595
2014-07-07,27.0
2014-07-08,26.791
2014-07-09,26.99
2014-07-10,26.652
2014-07-11,26.9
2014-07-14,26.38
2014-07-15,26.022
2014-07-16,25.965
2014-07-17,25.59
2014-07-18,24.811
2014-07-21,24.555
2014-07-22,24.851
2014-07-23,24.92
2014-07-24,24.882
2014-07-25,24.86
2014-07-28,24.586
2014-07-29,24.821
2014-07-30,24.792
2014-07-31,24.86
2014-08-01,25.511
2014-08-04,26.435
2014-08-05,25.365
2014-08-06,25.108
2014-08-07,25.072
2014-08-08,25.269
2014-08-11,25.47
2014-08-12,25.355
2014-08-13,25.874
2014-08-14,26.25
2014-08-15,26.116
2014-08-18,26.038
2014-08-19,26.59
2014-08-20,26.859
2014-08-21,27.15
2014-08-22,26.583
2014-08-25,26.65
2014-08-26,26.5
2014-08-27,26.64
2014-08-28,26.2
2014-08-29,25.525
2014-09-01,25.601
2014-09-02,25.995
2014-09-03,26.323
2014-09-04,26.775
2014-09-05,26.766
2014-09-08,26.526
2014-09-09,26.811
2014-09-10,27.06
2014-09-11,26.94
2014-09-12,26.95
2014-09-15,27.044
2014-09-16,27.38
2014-09-17,27.35
2014-09-18,27.31
2014-09-19,27.136
2014-09-22,26.8
2014-09-23,27.263
2014-09-24,27.459
2014-09-25,26.93
2014-09-26,26.977
2014-09-29,26.384
2014-09-30,26.04
2014-10-01,26.055
2014-10-02,25.48
2014-10-03,26.01
2014-10-06,26.55
2014-10-07,26.55
2014-10-08,26.01
2014-10-09,26.1
2014-10-10,25.75
2014-10-13,26.475
2014-10-14,26.64
2014-10-15,26.4
2014-10-16,26.2
2014-10-17,26.965
2014-10-20,26.55
2014-10-21,26.47
2014-10-22,26.0
2014-10-23,25.995
2014-10-24,26.215
2014-10-27,26.69
2014-10-28,26.845
2014-10-29,27.4
2014-10-30,27.48
2014-10-31,28.795
2014-11-03,28.23
2014-11-05,28.475
2014-11-06,28.195
2014-11-07,27.765
2014-11-10,28.64
2014-11-11,28.815
2014-11-12,28.815
2014-11-13,28.305
2014-11-14,28.95
2014-11-17,29.005
2014-11-18,29.165
2014-11-19,29.885
2014-11-20,30.06
2014-11-21,29.7
2014-11-24,29.545
2014-11-25,29.44
2014-11-26,29.435
2014-11-27,28.755
2014-11-28,29.2
2014-12-01,30.285
2014-12-02,30.79
2014-12-03,31.27
2014-12-04,30.8
2014-12-05,29.85
2014-12-08,28.895
2014-12-09,28.62
2014-12-10,28.31
2014-12-11,27.22
2014-12-12,26.45
2014-12-15,25.1
2014-12-16,24.62
2014-12-17,23.54
2014-12-18,24.66
2014-12-19,24.42
2014-12-22,24.785
2014-12-23,24.62
2014-12-24,24.5
2014-12-25,24.025
2014-12-26,24.3
2014-12-29,24.52
2014-12-30,23.52
2015-01-05,24.24
2015-01-06,25.015
2015-01-08,26.265
2015-01-09,25.65
2015-01-12,25.45
2015-01-13,25.6
2015-01-14,25.835
2015-01-15,25.99
2015-01-16,26.15
2015-01-19,26.3
2015-01-20,26.6
2015-01-21,28.38
2015-01-22,29.95
2015-01-23,29.475
2015-01-26,28.555
2015-01-27,30.34
2015-01-28,29.1
2015-01-29,29.13
2015-01-30,31.1
2015-02-02,31.7
2015-02-03,32.99
2015-02-04,32.2
2015-02-05,34.095
2015-02-06,35.5
2015-02-09,35.85
2015-02-10,36.6
2015-02-11,36.8
2015-02-12,36.5
2015-02-13,36.6
2015-02-16,35.535
2015-02-17,35.185
2015-02-18,35.1
2015-02-19,34.85
2015-02-20,34.335
2015-02-24,34.2
2015-02-25,33.58
2015-02-26,34.715
2015-02-27,34.2
2015-03-02,36.5
2015-03-03,36.82
2015-03-04,35.9
2015-03-05,35.9
2015-03-06,35.085
2015-03-10,33.75
2015-03-11,34.1
2015-03-12,34.4
2015-03-13,33.985
2015-03-16,33.03
2015-03-17,33.45
2015-03-18,34.105
2015-03-19,34.5
2015-03-20,35.225
2015-03-23,34.595
2015-03-24,35.845
2015-03-25,36.355
2015-03-26,34.73
2015-03-27,35.1
2015-03-30,35.69
2015-03-31,35.1
2015-04-01,35.99
2015-04-02,37.0
2015-04-03,36.69
2015-04-06,37.33
2015-04-07,37.39
2015-04-08,36.7
2015-04-09,36.835
2015-04-10,35.99
2015-04-13,36.8
2015-04-14,36.95
2015-04-15,37.25
2015-04-16,39.0
2015-04-17,37.5
2015-04-20,37.395
2015-04-21,37.205
2015-04-22,36.46
2015-04-23,35.6
2015-04-24,36.8
2015-04-27,36.21
2015-04-28,36.4
2015-04-29,36.505
2015-04-30,38.4
2015-05-05,38.39
2015-05-06,37.35
2015-05-07,36.5
2015-05-08,36.45
2015-05-12,35.44
2015-05-13,35.125
2015-05-14,35.0
2015-05-15,35.94
2015-05-18,35.35
2015-05-19,34.395
2015-05-20,33.35
2015-05-21,35.0
2015-05-22,34.6
2015-05-25,33.85
2015-05-26,33.5
2015-05-27,32.8
2015-05-28,32.61
2015-05-29,31.0
2015-06-01,31.885
2015-06-02,31.9
2015-06-03,31.505
2015-06-04,31.965
2015-06-05,31.9
2015-06-08,31.31
2015-06-09,31.6
2015-06-10,31.6
2015-06-11,31.7
2015-06-15,32.48
2015-06-16,33.505
2015-06-17,33.33
2015-06-18,33.3
2015-06-19,33.885
2015-06-22,34.72
2015-06-23,33.9
2015-06-24,34.225
2015-06-25,33.44
2015-06-26,33.5
2015-06-29,33.315
2015-06-30,33.1
2015-07-01,32.65
2015-07-02,32.77
2015-07-03,32.67
2015-07-06,32.75
2015-07-07,32.035
2015-07-08,30.79
2015-07-09,31.225
2015-07-10,30.88
2015-07-13,32.3
2015-07-14,31.305
2015-07-15,31.94
2015-07-16,33.28
2015-07-17,32.66
2015-07-20,32.04
2015-07-21,32.65
2015-07-22,31.925
2015-07-23,31.725
2015-07-24,31.05
2015-07-27,31.5
2015-07-28,32.1
2015-07-29,32.55
2015-07-30,32.935
2015-07-31,33.995
2015-08-03,34.22
2015-08-04,34.035
2015-08-05,34.135
2015-08-06,34.05
2015-08-07,33.905
2015-08-10,34.5
2015-08-11,34.585
2015-08-12,34.56
2015-08-13,34.98
2015-08-14,35.3
2015-08-17,35.5
2015-08-18,34.92
2015-08-19,33.98
2015-08-20,34.295
2015-08-21,33.06
2015-08-24,31.745
2015-08-25,33.16
2015-08-26,33.1
2015-08-27,34.15
2015-08-28,34.825
2015-08-31,34.295
2015-09-01,33.75
2015-09-02,33.6
2015-09-03,34.03
2015-09-04,34.1
2015-09-07,34.08
2015-09-08,34.45
2015-09-09,34.675
2015-09-10,35.1
2015-09-11,35.24
2015-09-14,35.47
2015-09-15,34.93
2015-09-16,35.6
2015-09-17,34.95
2015-09-18,34.2
2015-09-21,34.145
2015-09-22,33.87
2015-09-23,33.15
2015-09-24,32.695
2015-09-25,33.675
2015-09-28,32.975
2015-09-29,33.3
2015-09-30,33.5
2015-10-01,33.5
2015-10-02,33.3
2015-10-05,35.0
2015-10-06,35.4
2015-10-07,35.055
2015-10-08,35.295
2015-10-09,36.105
2015-10-12,35.195
2015-10-13,35.875
2015-10-14,35.27
2015-10-15,35.5
2015-10-16,35.48
2015-10-19,36.05
2015-10-20,36.29
2015-10-21,35.85
2015-10-22,35.88
2015-10-23,36.03
2015-10-26,35.14
2015-10-27,35.5
2015-10-28,35.76
2015-10-29,35.15
2015-10-30,35.785
2015-11-02,35.65
2015-11-03,35.95
2015-11-05,35.9
2015-11-06,35.575
2015-11-09,35.32
2015-11-10,35.26
2015-11-11,34.795
2015-11-12,35.15
2015-11-13,34.915
2015-11-16,34.595
2015-11-17,34.9
2015-11-18,35.62
2015-11-19,35.31
2015-11-20,34.905
2015-11-23,36.34
2015-11-24,35.25
2015-11-25,35.805
2015-11-26,35.7
2015-11-27,34.75
2015-11-30,33.5
2015-12-01,34.0
2015-12-02,34.21
2015-12-03,34.9
2015-12-04,34.155
2015-12-07,34.255
2015-12-08,33.92
2015-12-09,34.3
2015-12-10,34.295
2015-12-11,34.03
2015-12-14,33.795
2015-12-15,34.27
2015-12-16,34.695
2015-12-17,35.4
2015-12-18,34.25
2015-12-21,33.86
2015-12-22,34.175
2015-12-23,34.0
2015-12-24,33.945
2015-12-25,33.915
2015-12-28,33.675
2015-12-29,34.55
2015-12-30,33.975
2016-01-04,34.05
2016-01-05,34.185
2016-01-06,34.005
2016-01-11,33.2
2016-01-12,34.1
2016-01-13,33.97
2016-01-14,34.0
2016-01-15,32.465
2016-01-18,33.68
2016-01-19,33.78
2016-01-20,33.22
2016-01-21,34.485
2016-01-22,35.2
2016-01-25,35.385
2016-01-26,35.215
2016-01-27,36.2
2016-01-28,37.2
2016-01-29,36.565
2016-02-01,36.71
2016-02-02,37.35
2016-02-03,36.495
2016-02-04,38.12
2016-02-05,37.7
2016-02-08,36.73
2016-02-09,36.585
2016-02-10,36.76
2016-02-11,36.595
