Date,Close
2013-07-08,
2013-07-09,
2013-07-10,199.18
2013-07-11,199.17
2013-07-12,201.29
2013-07-15,
2013-07-16,
2013-07-17,210.0
2013-07-18,209.99
2013-07-19,211.0
2013-07-22,213.0
2013-07-23,210.0
2013-07-24,207.0
2013-07-25,206.0
2013-07-26,204.0
2013-07-29,
2013-07-30,205.5
2013-07-31,
2013-08-01,206.0
2013-08-02,
2013-08-05,209.0
2013-08-06,201.13
2013-08-07,203.0
2013-08-08,201.5
2013-08-09,205.0
2013-08-12,
2013-08-13,209.0
2013-08-14,212.6
2013-08-15,204.0
2013-08-16,
2013-08-19,208.0
2013-08-20,207.8
2013-08-21,208.0
2013-08-22,210.0
2013-08-23,
2013-08-26,210.48
2013-08-27,204.0
2013-08-28,203.53
2013-08-29,206.5
2013-08-30,201.4
2013-09-02,207.5
2013-09-03,207.32
2013-09-04,207.99
2013-09-05,213.65
2013-09-06,216.92
2013-09-09,220.0
2013-09-10,221.85
2013-09-11,221.64
2013-09-12,219.0
2013-09-13,219.38
2013-09-16,221.65
2013-09-17,223.0
2013-09-18,220.45
2013-09-19,223.3
2013-09-20,225.62
2013-09-23,220.83
2013-09-24,219.0
2013-09-25,217.34
2013-09-26,215.68
2013-09-27,216.4
2013-09-30,212.92
2013-10-01,213.45
2013-10-02,208.21
2013-10-03,209.05
2013-10-04,211.25
2013-10-07,210.24
2013-10-08,215.18
2013-10-09,214.33
2013-10-10,218.44
2013-10-11,217.81
2013-10-14,218.83
2013-10-15,221.99
2013-10-16,220.38
2013-10-17,219.6
2013-10-18,222.96
2013-10-21,221.51
2013-10-22,220.58
2013-10-23,216.7
2013-10-24,212.86
2013-10-25,214.13
2013-10-28,216.49
2013-10-29,217.0
2013-10-30,219.83
2013-10-31,220.54
2013-11-01,220.7
2013-11-05,219.18
2013-11-06,218.5
2013-11-07,219.17
2013-11-08,214.28
2013-11-11,211.1
2013-11-12,211.89
2013-11-13,208.0
2013-11-14,208.12
2013-11-15,208.24
2013-11-18,211.7
2013-11-19,211.99
2013-11-20,208.69
2013-11-21,208.5
2013-11-22,213.41
2013-11-25,211.01
2013-11-26,207.99
2013-11-27,204.48
2013-11-28,205.08
2013-11-29,203.09
2013-12-02,205.35
2013-12-03,198.72
2013-12-04,199.29
2013-12-05,196.74
2013-12-06,196.5
2013-12-09,199.28
2013-12-10,203.66
2013-12-11,203.5
2013-12-12,201.0
2013-12-13,201.34
2013-12-16,203.22
2013-12-17,206.09
2013-12-18,204.54
2013-12-19,209.03
2013-12-20,207.93
2013-12-23,210.98
2013-12-24,209.88
2013-12-25,209.99
2013-12-26,208.45
2013-12-27,206.2
2013-12-30,208.22
2014-01-06,200.4
2014-01-08,197.12
2014-01-09,199.11
2014-01-10,199.69
2014-01-13,201.5
2014-01-14,197.2
2014-01-15,198.41
2014-01-16,198.05
2014-01-17,199.5
2014-01-20,199.19
2014-01-21,200.39
2014-01-22,199.2
2014-01-23,201.07
2014-01-24,198.0
2014-01-27,197.36
2014-01-28,193.79
2014-01-29,197.14
2014-01-30,199.21
2014-01-31,195.49
2014-02-03,192.62
2014-02-04,188.96
2014-02-05,193.09
2014-02-06,199.59
2014-02-07,201.89
2014-02-10,203.32
2014-02-11,207.49
2014-02-12,212.66
2014-02-13,210.2
2014-02-14,212.12
2014-02-17,213.12
2014-02-18,213.77
2014-02-19,214.11
2014-02-20,209.29
2014-02-21,211.84
2014-02-24,214.5
2014-02-25,209.48
2014-02-26,209.41
2014-02-27,208.5
2014-02-28,211.19
2014-03-03,205.67
2014-03-04,207.5
2014-03-05,204.92
2014-03-06,204.42
2014-03-07,205.99
2014-03-11,203.34
2014-03-12,196.0
2014-03-13,189.75
2014-03-14,188.0
2014-03-17,194.29
2014-03-18,197.52
2014-03-19,191.98
2014-03-20,193.01
2014-03-21,195.63
2014-03-24,188.18
2014-03-25,190.97
2014-03-26,194.87
2014-03-27,197.7
2014-03-28,199.0
2014-03-31,200.0
2014-04-01,201.14
2014-04-02,199.5
2014-04-03,198.9
2014-04-04,204.15
2014-04-07,203.0
2014-04-08,209.02
2014-04-09,212.63
2014-04-10,219.0
2014-04-11,217.0
2014-04-14,213.8
2014-04-15,209.1
2014-04-16,208.0
2014-04-17,208.5
2014-04-18,211.99
2014-04-21,209.25
2014-04-22,209.36
2014-04-23,209.75
2014-04-24,208.51
2014-04-25,205.78
2014-04-28,207.33
2014-04-29,206.89
2014-04-30,203.39
2014-05-02,201.93
2014-05-05,202.0
2014-05-06,204.68
2014-05-07,210.34
2014-05-08,209.58
2014-05-12,210.87
2014-05-13,209.88
2014-05-14,213.91
2014-05-15,209.18
2014-05-16,209.0
2014-05-19,213.51
2014-05-20,218.0
2014-05-21,221.32
2014-05-22,221.0
2014-05-23,217.94
2014-05-26,219.22
2014-05-27,210.79
2014-05-28,210.97
2014-05-29,210.2
2014-05-30,202.1
2014-06-02,208.6
2014-06-03,210.6
2014-06-04,210.47
2014-06-05,208.79
2014-06-06,209.55
2014-06-09,207.63
2014-06-10,211.0
2014-06-11,213.0
2014-06-16,219.25
2014-06-17,222.77
2014-06-18,224.7
2014-06-19,224.64
2014-06-20,223.63
2014-06-23,225.95
2014-06-24,229.82
2014-06-25,224.92
2014-06-26,221.14
2014-06-27,222.48
2014-06-30,221.88
2014-07-01,222.0
2014-07-02,228.45
2014-07-03,226.56
2014-07-04,222.05
2014-07-07,229.2
2014-07-08,230.5
2014-07-09,228.0
2014-07-10,225.91
2014-07-11,228.89
2014-07-14,231.0
2014-07-15,222.37
2014-07-16,224.0
2014-07-17,219.88
2014-07-18,216.96
2014-07-21,215.28
2014-07-22,220.2
2014-07-23,220.72
2014-07-24,224.9
2014-07-25,224.48
2014-07-28,217.2
2014-07-29,218.48
2014-07-30,216.25
2014-07-31,212.9
2014-08-01,211.9
2014-08-04,215.0
2014-08-05,209.75
2014-08-06,209.5
2014-08-07,208.2
2014-08-08,208.33
2014-08-11,212.7
2014-08-12,215.1
2014-08-13,220.67
2014-08-14,220.01
2014-08-15,221.19
2014-08-18,223.94
2014-08-19,223.8
2014-08-20,232.0
2014-08-21,235.0
2014-08-22,230.5
2014-08-25,232.0
2014-08-26,232.8
2014-08-27,233.8
2014-08-28,232.75
2014-08-29,228.0
2014-09-01,227.3
2014-09-02,229.5
2014-09-03,235.45
2014-09-04,240.98
2014-09-05,242.7
2014-09-08,246.19
2014-09-09,244.26
2014-09-10,240.55
2014-09-11,234.55
2014-09-12,234.9
2014-09-15,239.67
2014-09-16,239.0
2014-09-17,239.87
2014-09-18,237.21
2014-09-19,230.89
2014-09-22,227.65
2014-09-23,235.6
2014-09-24,237.5
2014-09-25,235.75
2014-09-26,235.97
2014-09-29,231.75
2014-09-30,232.0
2014-10-01,230.0
2014-10-02,225.95
2014-10-03,226.0
2014-10-06,235.75
2014-10-07,235.75
2014-10-08,230.95
2014-10-09,228.05
2014-10-10,226.0
2014-10-13,230.0
2014-10-14,229.45
2014-10-15,224.9
2014-10-16,219.7
2014-10-17,224.45
2014-10-20,222.5
2014-10-21,221.5
2014-10-22,219.4
2014-10-23,220.75
2014-10-24,221.0
2014-10-27,224.15
2014-10-28,228.0
2014-10-29,242.3
2014-10-30,244.55
2014-10-31,259.8
2014-11-03,257.25
2014-11-05,249.0
2014-11-06,253.15
2014-11-07,255.5
2014-11-10,257.5
2014-11-11,260.05
2014-11-12,253.95
