Date,Close
2025-01-09,2803.0
2025-01-10,2945.0
2025-01-13,2905.0
2025-01-14,2929.0
2025-01-15,2904.5
2025-01-16,2910.0
2025-01-17,2898.0
2025-01-20,2866.0
2025-01-21,2930.0
2025-01-22,2914.0
2025-01-23,2900.0
2025-01-24,2909.5
2025-01-27,2919.5
2025-01-28,3130.5
2025-01-29,3169.0
2025-01-30,3259.0
2025-01-31,3232.0
2025-02-03,3240.0
2025-02-04,3268.5
2025-02-05,3276.5
2025-02-06,3264.5
2025-02-07,3266.0
2025-02-10,3267.5
2025-02-11,3318.5
2025-02-12,3440.0
2025-02-13,3419.0
2025-02-14,3406.5
2025-02-17,3470.0
2025-02-18,3430.0
2025-02-19,3445.0
2025-02-20,3449.5
2025-02-21,3448.5
2025-02-24,3438.5
2025-02-25,3414.5
2025-02-26,3299.0
2025-02-27,3222.5
2025-02-28,3334.0
2025-03-03,3257.0
2025-03-04,3348.5
2025-03-05,3322.5
2025-03-06,3337.5
2025-03-07,3393.0
2025-03-10,3464.5
2025-03-11,3547.5
2025-03-12,3518.0
2025-03-13,3513.0
2025-03-14,3610.0
2025-03-17,3648.0
2025-03-18,3608.0
2025-03-19,3736.0
2025-03-20,3694.0
2025-03-21,3648.0
2025-03-24,3589.5
2025-03-25,3587.5
2025-03-26,3487.5
2025-03-27,3503.0
2025-03-28,3508.0
2025-03-31,3507.5
2025-04-01,3443.0
2025-04-02,3418.0
2025-04-03,3350.0
2025-04-04,3246.5
2025-04-07,3227.0
2025-04-08,3209.5
2025-04-09,3294.5
2025-04-10,3238.5
2025-04-11,3325.5
